year,origin,destination,diplomatic_relation,aviation_routes,migrant_stock
2000,BEL,VEN,6,,392
2000,BEL,VNM,6,,
2000,BEL,ZAF,6,,
2000,BEL,ZWE,6,,
2000,BEN,AUS,,,28
2000,BEN,BEL,6,,
2000,BEN,BFA,,1,3071
2000,BEN,BGR,,,15
2000,BEN,BRA,,,30
2000,BEN,CAN,6,,
2000,BEN,CHN,6,,
2000,BEN,CIV,6,8,55950
2000,BEN,CMR,,4,
2000,BEN,COD,6,,
2000,BEN,COG,,,7549
2000,BEN,CRI,,,1
2000,BEN,CUB,6,,
2000,BEN,CYP,,,4
2000,BEN,DEU,6,,
2000,BEN,DNK,,,32
2000,BEN,DZA,6,,
2000,BEN,ETH,,1,
2000,BEN,FIN,,,1
2000,BEN,FRA,6,1,13208
2000,BEN,GAB,6,3,26999
2000,BEN,GHA,6,1,9987
2000,BEN,GIN,,,1897
2000,BEN,GRC,,,9
2000,BEN,HUN,,,18
2000,BEN,ITA,,,658
2000,BEN,KEN,,1,
2000,BEN,LBR,,,61
2000,BEN,LBY,6,,
2000,BEN,MLI,,3,520
2000,BEN,MRT,,,541
2000,BEN,NAM,,,206
2000,BEN,NER,6,1,17081
2000,BEN,NGA,6,3,143212
2000,BEN,NOR,,,7
2000,BEN,PRK,6,,
2000,BEN,PRT,,,25
2000,BEN,RUS,6,,
2000,BEN,SEN,,2,2820
2000,BEN,SLE,,,248
2000,BEN,SVK,,,1
2000,BEN,TGO,,3,36908
2000,BEN,USA,6,,
2000,BFA,AUS,,,11
2000,BFA,AUT,6,,
2000,BFA,BEL,6,4,
2000,BFA,BEN,,1,6154
2000,BFA,BGR,,,6
2000,BFA,BRA,,,29
2000,BFA,CAN,6,,
2000,BFA,CIV,6,8,1190543
2000,BFA,CUB,6,,
2000,BFA,DEU,6,,
2000,BFA,DNK,6,,21
2000,BFA,DZA,,1,
2000,BFA,EGY,6,,
2000,BFA,ETH,,1,
2000,BFA,FIN,,,1
2000,BFA,FRA,6,1,
2000,BFA,GAB,,,3616
2000,BFA,GHA,6,1,46451
2000,BFA,GIN,,,598
2000,BFA,GRC,,,7
2000,BFA,ITA,6,,2250
2000,BFA,JPN,6,,
2000,BFA,LBR,,,373
2000,BFA,MAR,6,1,
2000,BFA,MLI,6,3,20155
2000,BFA,NAM,,,94
2000,BFA,NER,,7,18432
2000,BFA,NGA,4,,
2000,BFA,NOR,,,11
2000,BFA,RUS,6,,
2000,BFA,SAU,6,,
2000,BFA,SEN,,1,
2000,BFA,SLE,,,33
2000,BFA,SVN,,,1
2000,BFA,TGO,,2,8781
2000,BFA,TUN,,1,
2000,BFA,TUR,,1,
2000,BFA,TWN,6,,
2000,BFA,USA,6,,
2000,BGD,AFG,4,,
2000,BGD,ARE,6,9,288689
2000,BGD,AUS,6,,8488
2000,BGD,BEL,6,,910
2000,BGD,BGR,,,278
2000,BGD,BHR,6,,28836
2000,BGD,BOL,,,16
2000,BGD,BRA,6,,52
2000,BGD,BRN,6,,1156
2000,BGD,BTN,6,1,33
2000,BGD,CAN,6,,18853
2000,BGD,CHN,6,2,470
2000,BGD,CRI,,,2
2000,BGD,CYP,,,296
2000,BGD,DEU,6,,
2000,BGD,DNK,,,393
2000,BGD,EGY,6,,273
2000,BGD,ESP,6,,1417
2000,BGD,FIN,,,347
2000,BGD,FJI,,,1287
2000,BGD,FRA,6,,
2000,BGD,GBR,6,1,149563
2000,BGD,GRC,,,4694
2000,BGD,HKG,,3,366
2000,BGD,HUN,,,46
2000,BGD,IDN,6,,
2000,BGD,IND,6,12,3750017
2000,BGD,IRN,6,,
2000,BGD,IRQ,6,,
2000,BGD,ITA,6,1,12140
2000,BGD,JOR,,,4703
2000,BGD,JPN,6,,6904
2000,BGD,KEN,6,,
2000,BGD,KOR,6,,
2000,BGD,KWT,6,2,134755
2000,BGD,LBN,,,25064
2000,BGD,LBY,6,,919
2000,BGD,LKA,6,2,164
2000,BGD,LTU,,,10
2000,BGD,LUX,,,26
2000,BGD,LVA,,,5
2000,BGD,MAR,6,,
2000,BGD,MDV,6,,5286
2000,BGD,MEX,,,12
2000,BGD,MLT,,,9
2000,BGD,MMR,6,1,1359
2000,BGD,MUS,,,313
2000,BGD,MYS,6,6,158149
2000,BGD,NAM,,,44
2000,BGD,NLD,6,,
2000,BGD,NOR,,,485
2000,BGD,NPL,6,4,522
2000,BGD,NZL,,,1189
2000,BGD,OMN,6,5,177789
2000,BGD,PAK,6,1,
2000,BGD,PAN,,,13
2000,BGD,PHL,6,,
2000,BGD,POL,6,,
2000,BGD,PRT,,,261
2000,BGD,QAT,6,2,52997
2000,BGD,RUS,4,,
2000,BGD,SAU,6,7,351570
2000,BGD,SEN,6,,
2000,BGD,SGP,6,4,
2000,BGD,SLV,,,6
2000,BGD,SVK,,,2
2000,BGD,SVN,,,3
2000,BGD,SWE,6,,2891
2000,BGD,SYC,,,17
2000,BGD,THA,6,7,
2000,BGD,TLS,,,122
2000,BGD,TUR,6,1,
2000,BGD,USA,6,,92334
2000,BGD,ZAF,6,,
2000,BGD,ZWE,6,,
2000,BGR,AFG,6,,
2000,BGR,AGO,4,,
2000,BGR,ALB,6,,
2000,BGR,ARE,,1,
2000,BGR,ARG,6,,290
2000,BGR,AUS,,,3025
2000,BGR,AUT,6,3,6277
2000,BGR,BEL,6,4,1904
2000,BGR,BIH,6,,
2000,BGR,BLR,4,,63
2000,BGR,BOL,,,16
2000,BGR,BRA,6,,279
2000,BGR,CAN,6,,8261
2000,BGR,CHE,4,1,2369
2000,BGR,CHN,6,,
2000,BGR,CRI,6,,54
2000,BGR,CUB,4,,164
2000,BGR,CYP,6,4,2799
2000,BGR,CZE,6,2,4401
2000,BGR,DEU,6,11,51558
2000,BGR,DNK,6,1,675
2000,BGR,DOM,,,436
2000,BGR,DZA,6,,
2000,BGR,ECU,4,,
2000,BGR,EGY,6,,
2000,BGR,ESP,6,8,21096
2000,BGR,ETH,4,,
2000,BGR,FIN,6,1,421
2000,BGR,FRA,6,3,8541
2000,BGR,GBR,6,10,
2000,BGR,GEO,,,225
2000,BGR,GHA,4,,
2000,BGR,GRC,6,4,38534
2000,BGR,HRV,4,,262
2000,BGR,HUN,6,,1429
2000,BGR,IDN,6,,
2000,BGR,IND,6,,
2000,BGR,IRL,4,1,
2000,BGR,IRN,6,,
2000,BGR,IRQ,6,,
2000,BGR,ISL,,,74
2000,BGR,ISR,6,2,19527
2000,BGR,ITA,6,7,8724
2000,BGR,JOR,6,,
2000,BGR,JPN,6,,
2000,BGR,KAZ,4,,
2000,BGR,KHM,4,,
2000,BGR,KOR,6,,
2000,BGR,KWT,6,,
2000,BGR,LAO,6,,
2000,BGR,LBN,6,,
2000,BGR,LBY,6,,
2000,BGR,LIE,,,24
2000,BGR,LTU,,,28
2000,BGR,LUX,,1,96
2000,BGR,LVA,,,50
2000,BGR,MAR,6,,
2000,BGR,MDA,6,,174
2000,BGR,MEX,4,,217
2000,BGR,MKD,6,,938
2000,BGR,MLT,,,230
2000,BGR,MNE,,,74
2000,BGR,MNG,4,,2
2000,BGR,MOZ,6,,
2000,BGR,NAM,,,41
2000,BGR,NGA,6,,
2000,BGR,NIC,6,,61
2000,BGR,NLD,6,2,1762
2000,BGR,NOR,4,1,787
2000,BGR,PAK,6,,
2000,BGR,PAN,,,66
2000,BGR,PER,6,,
2000,BGR,POL,6,2,1577
2000,BGR,PRK,6,,
2000,BGR,PRT,6,,624
2000,BGR,ROU,6,3,20889
2000,BGR,RUS,6,8,8749
2000,BGR,SDN,6,,
2000,BGR,SGP,6,,
2000,BGR,SRB,6,2,1034
2000,BGR,SVK,6,,1437
2000,BGR,SVN,4,,183
2000,BGR,SWE,6,,3464
2000,BGR,SYR,6,,
2000,BGR,TUN,6,,
2000,BGR,TUR,6,1,480265
2000,BGR,UKR,6,,1983
2000,BGR,URY,6,,
2000,BGR,USA,6,,
2000,BGR,VAT,6,,
2000,BGR,VEN,,,122
2000,BGR,VNM,4,,
2000,BGR,YEM,4,,
2000,BGR,ZAF,6,,
2000,BGR,ZMB,4,,
2000,BGR,ZWE,6,,
2000,BHR,ARE,6,16,771
2000,BHR,AUS,,,772
2000,BHR,BGD,,,20661
2000,BHR,BGR,,,4
2000,BHR,BOL,,,1
2000,BHR,CHN,6,,
2000,BHR,CRI,,,1
2000,BHR,CYP,,1,49
2000,BHR,DEU,6,1,
2000,BHR,DNK,,,95
2000,BHR,DOM,,,26
2000,BHR,EGY,6,2,349
2000,BHR,ETH,,1,
2000,BHR,FIN,,,3
2000,BHR,FRA,6,1,
2000,BHR,GBR,6,4,
2000,BHR,GRC,,,26
2000,BHR,HUN,,,10
2000,BHR,IND,,7,
2000,BHR,IRN,4,3,
2000,BHR,IRQ,6,2,
2000,BHR,ISL,,,1
2000,BHR,JOR,6,2,
2000,BHR,KWT,6,4,360
2000,BHR,LBN,6,1,
2000,BHR,LBY,,,712
2000,BHR,LKA,,2,97
2000,BHR,LTU,,,1
2000,BHR,NAM,,,65
2000,BHR,NOR,,,18
2000,BHR,OMN,4,3,
2000,BHR,PAK,,6,
2000,BHR,PHL,,2,
2000,BHR,PSE,,,7971
2000,BHR,QAT,,10,142
2000,BHR,RUS,6,,
2000,BHR,SAU,6,8,
2000,BHR,SVK,,,2
2000,BHR,THA,,3,
2000,BHR,TUN,6,,
2000,BHR,TUR,,2,
2000,BHR,USA,6,,
2000,BHR,YEM,,2,
2000,BHS,ATG,,,2
2000,BHS,AUS,,,264
2000,BHS,BGR,,,2
2000,BHS,BRB,,,64
2000,BHS,CAN,4,3,
2000,BHS,CRI,,,9
2000,BHS,CUB,,2,
2000,BHS,CUW,,,84
2000,BHS,CYM,,1,
2000,BHS,DMA,,,7
2000,BHS,DNK,,,9
2000,BHS,DOM,,,111
2000,BHS,FIN,,,3
2000,BHS,GBR,6,1,
2000,BHS,GRC,,,21
2000,BHS,GRD,,,27
2000,BHS,GUY,,,8
2000,BHS,HUN,,,5
2000,BHS,ISL,,,1
2000,BHS,JAM,,1,713
2000,BHS,KNA,,,11
2000,BHS,LCA,,,10
2000,BHS,NAM,,,67
2000,BHS,NIC,,,45
2000,BHS,NOR,,,9
2000,BHS,PAN,,1,
2000,BHS,TCA,,4,
2000,BHS,USA,6,72,
2000,BIH,ALB,4,,
2000,BIH,ARE,4,,
2000,BIH,AUS,4,,28659
2000,BIH,AUT,6,1,138319
2000,BIH,BEL,6,,
2000,BIH,BGR,,,54
2000,BIH,CAN,6,,25683
2000,BIH,CHE,6,1,42038
2000,BIH,COL,4,,
2000,BIH,CYP,,,31
2000,BIH,CZE,,,1348
2000,BIH,DEU,6,4,155037
2000,BIH,DNK,4,1,18180
2000,BIH,DOM,,,7
2000,BIH,EGY,4,,
2000,BIH,ESP,6,,
2000,BIH,FIN,,,200
2000,BIH,FRA,6,,
2000,BIH,GBR,6,,
2000,BIH,GRC,,,363
2000,BIH,HRV,6,1,430399
2000,BIH,HUN,,,264
2000,BIH,ISL,,,18
2000,BIH,ITA,6,1,21512
2000,BIH,JOR,4,,
2000,BIH,KWT,6,,
2000,BIH,LBY,6,,243
2000,BIH,LIE,,,419
2000,BIH,LTU,,,1
2000,BIH,LUX,,,2130
2000,BIH,LVA,,,3
2000,BIH,MKD,,,7614
2000,BIH,MLT,,,77
2000,BIH,MNE,,,32824
2000,BIH,MYS,6,,
2000,BIH,NLD,4,,515
2000,BIH,NOR,,,11573
2000,BIH,PAK,6,,
2000,BIH,POL,,,3411
2000,BIH,PRT,,,44
2000,BIH,QAT,6,,
2000,BIH,RUS,6,,
2000,BIH,SAU,6,,
2000,BIH,SRB,,3,574192
2000,BIH,SVK,,,257
2000,BIH,SVN,6,1,77361
2000,BIH,SWE,6,3,51146
2000,BIH,TUR,6,4,
2000,BIH,USA,6,,
2000,BIH,VAT,6,,
2000,BIH,VEN,,,20
2000,BLR,ARE,,2,
2000,BLR,ARM,,1,
2000,BLR,AUS,,,1357
2000,BLR,AUT,6,2,
2000,BLR,AZE,,1,587
2000,BLR,BEL,6,,
2000,BLR,BGR,6,,307
2000,BLR,BOL,,,4
2000,BLR,CAN,,,4298
2000,BLR,CHE,4,1,
2000,BLR,CHN,6,,522
2000,BLR,CRI,,,4
2000,BLR,CYP,,1,154
2000,BLR,CZE,6,2,1114
2000,BLR,DEU,6,4,
2000,BLR,DNK,,,167
2000,BLR,EGY,4,,316
2000,BLR,ESP,,1,
2000,BLR,EST,,,14756
2000,BLR,FIN,,2,32
2000,BLR,FRA,6,2,
2000,BLR,GBR,4,1,
2000,BLR,GEO,,3,1059
2000,BLR,GRC,,,564
2000,BLR,HRV,,,83
2000,BLR,HUN,,1,159
2000,BLR,IRN,,1,
2000,BLR,ISL,,,1
2000,BLR,ISR,6,1,31019
2000,BLR,ITA,6,2,1676
2000,BLR,JPN,6,,
2000,BLR,KAZ,,1,29075
2000,BLR,KGZ,4,,18775
2000,BLR,KOR,4,,
2000,BLR,LBN,,1,
2000,BLR,LBY,,,560
2000,BLR,LTU,6,1,56088
2000,BLR,LUX,,,38
2000,BLR,LVA,6,2,77583
2000,BLR,MDA,6,,6024
2000,BLR,MLT,,,10
2000,BLR,NLD,6,1,
2000,BLR,NOR,,,108
2000,BLR,POL,6,2,109205
2000,BLR,PRT,,,131
2000,BLR,ROU,6,,
2000,BLR,RUS,6,12,930977
2000,BLR,SRB,,,103
2000,BLR,SVK,,,140
2000,BLR,SVN,,,31
2000,BLR,SWE,,1,
2000,BLR,TJK,,,720
2000,BLR,TKM,,1,2158
2000,BLR,TUR,6,2,
2000,BLR,UKR,6,2,280687
2000,BLR,USA,6,,
2000,BLR,UZB,6,,28456
2000,BLZ,ARE,6,,
2000,BLZ,ATG,,,11
2000,BLZ,AUS,,,48
2000,BLZ,BGR,,,1
2000,BLZ,BHS,,,13
2000,BLZ,BOL,,,922
2000,BLZ,CHL,,,27
2000,BLZ,CRI,,,106
2000,BLZ,DNK,,,6
2000,BLZ,FIN,,,2
2000,BLZ,GBR,6,,
2000,BLZ,GRC,,,2
2000,BLZ,GTM,6,2,579
2000,BLZ,HND,,2,271
2000,BLZ,HUN,,,1
2000,BLZ,ISL,,,1
2000,BLZ,JAM,,,7
2000,BLZ,LCA,,,1
2000,BLZ,MEX,6,2,1133
2000,BLZ,NIC,,,34
2000,BLZ,NOR,,,4
2000,BLZ,PAN,,,86
2000,BLZ,SLV,,1,218
2000,BLZ,USA,6,10,
2000,BLZ,VEN,,,17
2000,BMU,CAN,,2,
2000,BMU,GBR,,2,
2000,BMU,USA,,11,
2000,BOL,ARG,6,2,223303
2000,BOL,AUS,,,694
2000,BOL,AUT,6,,
2000,BOL,BEL,4,,
2000,BOL,BGR,,,10
2000,BOL,BRA,6,2,20064
2000,BOL,CAN,6,,2199
2000,BOL,CHL,,3,10099
2000,BOL,CHN,6,,
2000,BOL,COL,6,1,524
2000,BOL,CRI,,,282
2000,BOL,CUB,6,,55
2000,BOL,CYP,,,5
2000,BOL,DEU,6,,
2000,BOL,DNK,4,,164
2000,BOL,DOM,,,443
2000,BOL,ECU,6,,601
2000,BOL,EGY,6,,
2000,BOL,ESP,6,2,11247
2000,BOL,FIN,,,44
2000,BOL,FRA,6,,
2000,BOL,GBR,6,,
2000,BOL,GRC,,,18
2000,BOL,GTM,4,,86
2000,BOL,HND,,,110
2000,BOL,HUN,,,40
2000,BOL,ISL,,,11
2000,BOL,ISR,6,,
2000,BOL,ITA,6,,2248
2000,BOL,JPN,6,,4199
2000,BOL,KOR,4,,
2000,BOL,MEX,6,,1401
2000,BOL,NIC,,,46
2000,BOL,NLD,6,,
2000,BOL,NOR,,,263
2000,BOL,PAN,6,1,189
2000,BOL,PER,6,8,15
2000,BOL,PRT,,,51
2000,BOL,PRY,6,2,1140
2000,BOL,RUS,6,,
2000,BOL,SLV,,,44
2000,BOL,SVK,,,2
2000,BOL,SWE,4,,
2000,BOL,URY,6,,
2000,BOL,USA,4,2,
2000,BOL,VAT,6,,
2000,BOL,VEN,6,,1838
2000,BRA,AGO,6,2,
2000,BRA,ARE,6,3,
2000,BRA,ARG,6,29,35180
2000,BRA,AUS,6,,4754
2000,BRA,AUT,6,,2562
2000,BRA,BEL,6,,4228
2000,BRA,BGD,,,10221
2000,BRA,BGR,6,,42
2000,BRA,BHS,,,47
2000,BRA,BLR,,,97
2000,BRA,BOL,6,3,14801
2000,BRA,BRB,6,1,
2000,BRA,CAN,6,2,11228
2000,BRA,CHE,6,1,21527
2000,BRA,CHL,6,6,6309
2000,BRA,CHN,6,,2043
2000,BRA,CIV,4,,
2000,BRA,CMR,4,,
2000,BRA,COL,6,4,2033
2000,BRA,CPV,6,,130
2000,BRA,CRI,6,,415
2000,BRA,CUB,6,,
2000,BRA,CYP,,,27
2000,BRA,CZE,6,,91
2000,BRA,DEU,6,8,
2000,BRA,DNK,6,,1513
2000,BRA,DOM,6,4,1160
2000,BRA,DZA,6,,
2000,BRA,ECU,6,1,1066
2000,BRA,EGY,6,,99
2000,BRA,ESP,6,8,29663
2000,BRA,FIN,6,,243
2000,BRA,FRA,6,4,29975
2000,BRA,GAB,6,,
2000,BRA,GBR,6,3,
2000,BRA,GHA,6,,8
2000,BRA,GIN,,,199
2000,BRA,GNB,6,,
2000,BRA,GRC,6,,2094
2000,BRA,GTM,6,,151
2000,BRA,GUF,,1,
2000,BRA,GUY,6,,1074
2000,BRA,HND,6,,176
2000,BRA,HRV,,,103
2000,BRA,HTI,6,,
2000,BRA,HUN,6,,346
2000,BRA,IDN,6,,
2000,BRA,IND,6,,
2000,BRA,IRL,6,,1098
2000,BRA,IRN,6,,
2000,BRA,IRQ,6,,
2000,BRA,ISL,,,28
2000,BRA,ISR,6,,7248
2000,BRA,ITA,6,4,38936
2000,BRA,JAM,6,,
2000,BRA,JOR,6,,
2000,BRA,JPN,6,,245685
2000,BRA,KEN,6,,
2000,BRA,KOR,6,,
2000,BRA,KWT,6,,
2000,BRA,LBN,6,,
2000,BRA,LBY,4,,188
2000,BRA,LCA,,,9
2000,BRA,LIE,,,65
2000,BRA,LTU,,,65
2000,BRA,LUX,,,262
2000,BRA,LVA,,,17
2000,BRA,MAR,6,1,
2000,BRA,MEX,6,2,2377
2000,BRA,MLT,,,40
2000,BRA,MOZ,6,,
2000,BRA,MRT,,,157
2000,BRA,MYS,6,,
2000,BRA,NAM,4,,702
2000,BRA,NGA,6,,
2000,BRA,NIC,4,,107
2000,BRA,NLD,6,2,8063
2000,BRA,NOR,6,,1260
2000,BRA,NZL,6,,612
2000,BRA,PAK,6,,
2000,BRA,PAN,6,7,802
2000,BRA,PER,6,10,2870
2000,BRA,PHL,6,,
2000,BRA,POL,6,,186
2000,BRA,PRT,6,12,49599
2000,BRA,PRY,6,5,83208
2000,BRA,QAT,,1,
2000,BRA,ROU,6,,
2000,BRA,RUS,6,,
2000,BRA,SAU,6,,
2000,BRA,SEN,6,,506
2000,BRA,SGP,6,,
2000,BRA,SLV,6,,198
2000,BRA,SMR,,,23
2000,BRA,SRB,4,,
2000,BRA,SUR,6,1,3204
2000,BRA,SVK,,,66
2000,BRA,SVN,,,20
2000,BRA,SWE,6,,3432
2000,BRA,SYR,6,,
2000,BRA,TGO,4,1,
2000,BRA,THA,6,,
2000,BRA,TLS,,,181
2000,BRA,TTO,6,,
2000,BRA,TUN,6,,
2000,BRA,TUR,6,1,
2000,BRA,TZA,6,,
2000,BRA,UKR,6,,
2000,BRA,URY,6,9,11507
2000,BRA,USA,6,58,240109
2000,BRA,VAT,6,,
2000,BRA,VEN,6,3,4828
2000,BRA,VNM,6,,
2000,BRA,ZAF,6,2,
2000,BRA,ZMB,4,,
2000,BRA,ZWE,6,,
2000,BRB,ATG,,2,248
2000,BRB,AUS,,,370
2000,BRB,BEL,6,,
2000,BRB,BGR,,,2
2000,BRB,BHS,,,108
2000,BRB,BRA,,1,
2000,BRB,CAN,6,2,14663
2000,BRB,CHL,,,36
2000,BRB,CRI,,,8
2000,BRB,CUW,,,197
2000,BRB,DEU,,1,
2000,BRB,DMA,,1,95
2000,BRB,DNK,,,23
2000,BRB,FIN,,,7
2000,BRB,GBR,6,5,
2000,BRB,GRC,,,8
2000,BRB,GRD,,1,161
2000,BRB,GUY,,1,216
2000,BRB,HUN,,,3
2000,BRB,ISL,,,1
2000,BRB,JAM,,1,575
2000,BRB,KNA,,,79
2000,BRB,LCA,,1,600
2000,BRB,LVA,,,3
2000,BRB,MTQ,,1,
2000,BRB,NOR,,,20
2000,BRB,PAN,,,46
2000,BRB,SLV,,,35
2000,BRB,TTO,,1,1573
2000,BRB,USA,6,3,
2000,BRB,VCT,,1,328
2000,BRB,VEN,6,,83
2000,BRN,ARE,4,1,
2000,BRN,AUS,6,1,2105
2000,BRN,BEL,6,,
2000,BRN,CAN,6,,4342
2000,BRN,CHN,6,1,
2000,BRN,CYP,,,2
2000,BRN,DEU,6,,
2000,BRN,DNK,,,4
2000,BRN,EGY,6,,
2000,BRN,FRA,6,,
2000,BRN,GBR,6,,
2000,BRN,HKG,,2,
2000,BRN,IDN,6,4,
2000,BRN,IND,,,30195
2000,BRN,JPN,6,,
2000,BRN,KHM,6,,
2000,BRN,KOR,6,,
2000,BRN,LAO,6,,
2000,BRN,MYS,6,7,8533
2000,BRN,NOR,,,21
2000,BRN,OMN,6,,
2000,BRN,PHL,6,2,
2000,BRN,SAU,,1,
2000,BRN,SGP,6,2,
2000,BRN,THA,6,2,
2000,BRN,TJK,,,27
2000,BRN,USA,6,,
2000,BTN,AUS,,,70
2000,BTN,BGD,6,1,
2000,BTN,BGR,,,13
2000,BTN,CAN,,,30
2000,BTN,CHN,,,383
2000,BTN,CRI,,,3
2000,BTN,DNK,,,9
2000,BTN,DOM,,,11
2000,BTN,GRC,,,3
2000,BTN,IND,6,3,7999
2000,BTN,KWT,6,,
2000,BTN,LKA,,,56
2000,BTN,NOR,,,15
2000,BTN,NPL,,1,111196
2000,BTN,THA,4,,
2000,BWA,AUS,,,670
2000,BWA,BEL,6,,
2000,BWA,BGR,,,15
2000,BWA,CHN,6,,
2000,BWA,CYP,,,4
2000,BWA,DNK,,,59
2000,BWA,FIN,,,3
2000,BWA,GBR,6,,
2000,BWA,GRC,,,3
2000,BWA,HUN,,,4
2000,BWA,KEN,,1,
2000,BWA,LSO,,,102
2000,BWA,NAM,6,1,865
2000,BWA,NOR,,,82
2000,BWA,SWE,6,,
2000,BWA,SWZ,,,83
2000,BWA,TZA,,,116
2000,BWA,USA,4,,
2000,BWA,ZAF,6,9,
2000,BWA,ZMB,6,1,111
2000,BWA,ZWE,6,2,4012
2000,CAF,BEL,4,,
2000,CAF,CIV,6,,
2000,CAF,CMR,6,,
2000,CAF,COD,6,,
2000,CAF,DEU,6,,
2000,CAF,EGY,6,,
2000,CAF,FRA,6,,
2000,CAF,GAB,6,,
2000,CAF,IRQ,4,,
2000,CAF,MAR,6,,
2000,CAF,NGA,6,,
2000,CAF,RUS,6,,
2000,CAF,TCD,6,,
2000,CAF,USA,6,,
2000,CAN,ABW,,2,
2000,CAN,ALB,,,1337
2000,CAN,ARE,6,3,
2000,CAN,ARG,6,,2673
2000,CAN,ATG,,2,356
2000,CAN,AUS,6,1,30253
2000,CAN,AUT,6,3,
2000,CAN,BEL,6,6,4078
2000,CAN,BGD,6,,
2000,CAN,BGR,,,111
2000,CAN,BHS,,4,1351
2000,CAN,BIH,6,,
2000,CAN,BLR,,,160
2000,CAN,BLZ,,,487
2000,CAN,BMU,,2,
2000,CAN,BOL,,,1672
2000,CAN,BRA,6,2,1229
2000,CAN,BRB,6,2,791
2000,CAN,BRN,6,,
2000,CAN,BTN,,,23
2000,CAN,BWA,,,106
2000,CAN,CHE,6,8,9436
2000,CAN,CHL,6,1,1659
2000,CAN,CHN,6,12,13747
2000,CAN,CIV,6,,
2000,CAN,CMR,6,,
2000,CAN,COD,6,,
2000,CAN,COL,6,2,746
2000,CAN,CRI,6,3,1074
2000,CAN,CUB,6,27,64
2000,CAN,CUW,,,92
2000,CAN,CYM,,2,
2000,CAN,CYP,,,684
2000,CAN,CZE,6,,456
2000,CAN,DEU,6,19,
2000,CAN,DMA,,,105
2000,CAN,DNK,6,3,2763
2000,CAN,DOM,,14,4351
2000,CAN,DZA,6,1,
2000,CAN,ECU,,,947
2000,CAN,EGY,6,1,686
2000,CAN,ESP,6,4,
2000,CAN,EST,,,60
2000,CAN,ETH,6,1,
2000,CAN,FIN,6,,993
2000,CAN,FRA,6,19,
2000,CAN,GAB,6,,151
2000,CAN,GBR,6,41,71889
2000,CAN,GHA,6,,164
2000,CAN,GIN,6,,239
2000,CAN,GLP,,1,
2000,CAN,GNB,,,58
2000,CAN,GRC,6,2,12366
2000,CAN,GRD,,2,205
2000,CAN,GTM,6,,251
2000,CAN,GUY,6,2,202
2000,CAN,HKG,,4,15273
2000,CAN,HND,,,259
2000,CAN,HRV,6,,413
2000,CAN,HTI,6,1,566
2000,CAN,HUN,6,,1422
2000,CAN,IDN,6,,
2000,CAN,IND,6,,2122
2000,CAN,IRL,6,3,4633
2000,CAN,IRN,6,,
2000,CAN,IRQ,6,,
2000,CAN,ISL,,2,195
2000,CAN,ISR,6,2,6144
2000,CAN,ITA,6,8,23149
2000,CAN,JAM,6,10,1414
2000,CAN,JOR,6,3,
2000,CAN,JPN,6,10,9769
2000,CAN,KAZ,6,,
2000,CAN,KEN,6,,
2000,CAN,KHM,6,,85
2000,CAN,KOR,6,4,
2000,CAN,KWT,6,,
2000,CAN,LBR,,,238
2000,CAN,LBY,,,2098
2000,CAN,LCA,,2,197
2000,CAN,LKA,6,,61
2000,CAN,LTU,,,57
2000,CAN,LUX,,,208
2000,CAN,LVA,6,,87
2000,CAN,MAR,6,1,
2000,CAN,MDA,,,12
2000,CAN,MDV,,,78
2000,CAN,MEX,6,27,5836
2000,CAN,MLI,6,,
2000,CAN,MLT,,,1603
2000,CAN,MNE,,,67
2000,CAN,MNG,,,32
2000,CAN,MRT,,,50
2000,CAN,MTQ,,1,
2000,CAN,MUS,,,34
2000,CAN,MYS,6,,
2000,CAN,NAM,,,248
2000,CAN,NER,6,,
2000,CAN,NGA,6,,
2000,CAN,NIC,,,180
2000,CAN,NLD,6,10,
2000,CAN,NOR,6,,2242
2000,CAN,NZL,6,2,7728
2000,CAN,PAK,6,3,
2000,CAN,PAN,,1,438
2000,CAN,PER,6,1,1236
2000,CAN,PHL,6,1,
2000,CAN,PNG,,,274
2000,CAN,POL,6,2,1485
2000,CAN,PRI,,1,
2000,CAN,PRT,6,9,7283
2000,CAN,PRY,,,2575
2000,CAN,QAT,,1,
2000,CAN,ROU,6,,
2000,CAN,RUS,6,2,
2000,CAN,RWA,6,,
2000,CAN,SAU,6,1,
2000,CAN,SEN,6,,
2000,CAN,SGP,6,,884
2000,CAN,SLE,,,36
2000,CAN,SLV,,1,249
2000,CAN,SPM,,3,
2000,CAN,SRB,6,,228
2000,CAN,SVK,,,288
2000,CAN,SVN,,,345
2000,CAN,SWE,6,,
2000,CAN,SWZ,,,12
2000,CAN,SYR,6,,
2000,CAN,TCA,,2,
2000,CAN,TGO,,,23
2000,CAN,THA,6,,
2000,CAN,TJK,,,54
2000,CAN,TTO,6,2,947
2000,CAN,TUN,6,1,
2000,CAN,TUR,6,2,
2000,CAN,TWN,,3,
2000,CAN,TZA,6,,247
2000,CAN,UGA,,,247
2000,CAN,UKR,6,,
2000,CAN,URY,,,355
2000,CAN,USA,6,363,965513
2000,CAN,VAT,6,,
2000,CAN,VCT,,,154
2000,CAN,VEN,6,,964
2000,CAN,VNM,6,,
2000,CAN,WSM,,,14
2000,CAN,ZAF,6,,
2000,CAN,ZMB,6,,157
2000,CAN,ZWE,6,,
2000,CHE,AGO,4,,
2000,CHE,ALB,6,,
