country,coub,sex,age_lfs,fborn,oecd,oecdb,edu_lfs,number
TUR,AUT,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1225
TUR,AUT,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1519
TUR,AUT,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1315
TUR,AUT,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,2055
TUR,AUT,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,63
TUR,AUT,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,41
TUR,AUT,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,22
TUR,AUT,Male,65+,Foreign-born,OECD member,OECD member,Unknown,20
TUR,AUT,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1485
TUR,AUT,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,574
TUR,AUT,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,117
TUR,AUT,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,938
TUR,AUT,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1413
TUR,AUT,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1772
TUR,AUT,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1593
TUR,AUT,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,2083
TUR,AUT,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,61
TUR,AUT,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,76
TUR,AUT,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,40
TUR,AUT,Female,65+,Foreign-born,OECD member,OECD member,Unknown,21
TUR,BEL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1139
TUR,BEL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,408
TUR,BEL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,94
TUR,BEL,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,1063
TUR,BEL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,2047
TUR,BEL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,2320
TUR,BEL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2080
TUR,BEL,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,3940
TUR,BEL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,27
TUR,BEL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,97
TUR,BEL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,64
TUR,BEL,Male,65+,Foreign-born,OECD member,OECD member,Unknown,21
TUR,BEL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,1190
TUR,BEL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,490
TUR,BEL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,152
TUR,BEL,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,1217
TUR,BEL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,2653
TUR,BEL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,3056
TUR,BEL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2997
TUR,BEL,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,3742
TUR,BEL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,44
TUR,BEL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,122
TUR,BEL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,72
TUR,BEL,Female,65+,Foreign-born,OECD member,OECD member,Unknown,33
TUR,BGD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,44
TUR,BGD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,188
TUR,BGD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,32
TUR,BGD,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,11
TUR,BGD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,276
TUR,BGD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,200
TUR,BGD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,280
TUR,BGD,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,100
TUR,BGD,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,6
TUR,BGD,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,3
TUR,BGD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,18
TUR,BGD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,42
TUR,BGD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,9
TUR,BGD,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,9
TUR,BGD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,71
TUR,BGD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,68
TUR,BGD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,66
TUR,BGD,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,50
TUR,BGR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,420
TUR,BGR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,646
TUR,BGR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,120
TUR,BGR,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,155
TUR,BGR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,24392
TUR,BGR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,56831
TUR,BGR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,25464
TUR,BGR,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,3281
TUR,BGR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,28772
TUR,BGR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,14886
TUR,BGR,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,5000
TUR,BGR,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,1459
TUR,BGR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,460
TUR,BGR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,758
TUR,BGR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,183
TUR,BGR,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,200
TUR,BGR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,34985
TUR,BGR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,52978
TUR,BGR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,33201
TUR,BGR,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,4994
TUR,BGR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,51961
TUR,BGR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,9304
TUR,BGR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,3356
TUR,BGR,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,2132
TUR,BRA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,30
TUR,BRA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,20
TUR,BRA,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
TUR,BRA,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,3
TUR,BRA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,54
TUR,BRA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,100
TUR,BRA,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,122
TUR,BRA,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,40
TUR,BRA,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,4
TUR,BRA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,30
TUR,BRA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,41
TUR,BRA,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,6
TUR,BRA,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,8
TUR,BRA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,159
TUR,BRA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,188
TUR,BRA,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,233
TUR,BRA,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,105
TUR,BRA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,3
TUR,BRA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,8
TUR,BRA,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
TUR,BRA,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,4
TUR,CAN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,245
TUR,CAN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,144
TUR,CAN,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,9
TUR,CAN,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,75
TUR,CAN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,217
TUR,CAN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,171
TUR,CAN,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,287
TUR,CAN,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,69
TUR,CAN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,80
TUR,CAN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,31
TUR,CAN,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,40
TUR,CAN,Male,65+,Foreign-born,OECD member,OECD member,Unknown,3
TUR,CAN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,264
TUR,CAN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,146
TUR,CAN,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,23
TUR,CAN,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,77
TUR,CAN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,189
TUR,CAN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,197
TUR,CAN,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,364
TUR,CAN,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,136
TUR,CAN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,68
TUR,CAN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,17
TUR,CAN,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
TUR,CAN,Female,65+,Foreign-born,OECD member,OECD member,Unknown,11
TUR,CHE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,532
TUR,CHE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,341
TUR,CHE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,57
TUR,CHE,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,222
TUR,CHE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,626
TUR,CHE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1517
TUR,CHE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2067
TUR,CHE,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,720
TUR,CHE,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,22
TUR,CHE,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,62
TUR,CHE,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,56
TUR,CHE,Male,65+,Foreign-born,OECD member,OECD member,Unknown,17
TUR,CHE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,565
TUR,CHE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,352
TUR,CHE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,100
TUR,CHE,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,233
TUR,CHE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,728
TUR,CHE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,1608
TUR,CHE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,2690
TUR,CHE,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,783
TUR,CHE,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,27
TUR,CHE,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,112
TUR,CHE,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,64
TUR,CHE,Female,65+,Foreign-born,OECD member,OECD member,Unknown,47
TUR,CHL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,4
TUR,CHL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,10
TUR,CHL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,6
TUR,CHL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,13
TUR,CHL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,10
TUR,CHL,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,6
TUR,CHL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,3
TUR,CHL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,11
TUR,CHL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,19
TUR,CHL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,34
TUR,CHL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,25
TUR,CHL,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,13
TUR,CHN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,893
TUR,CHN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,721
TUR,CHN,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,70
TUR,CHN,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,504
TUR,CHN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,2526
TUR,CHN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,2765
TUR,CHN,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,2358
TUR,CHN,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,2018
TUR,CHN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,122
TUR,CHN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,51
TUR,CHN,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,42
TUR,CHN,Male,65+,Foreign-born,OECD member,not OECD member,Unknown,104
TUR,CHN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,662
TUR,CHN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,550
TUR,CHN,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,85
TUR,CHN,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,456
TUR,CHN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,1781
TUR,CHN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,1292
TUR,CHN,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,1514
TUR,CHN,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,2219
TUR,CHN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,172
TUR,CHN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 3/4,74
TUR,CHN,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,32
TUR,CHN,Female,65+,Foreign-born,OECD member,not OECD member,Unknown,164
TUR,CIV,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,63
TUR,CIV,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,181
TUR,CIV,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,29
TUR,CIV,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,7
TUR,CIV,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,111
TUR,CIV,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,97
TUR,CIV,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,95
TUR,CIV,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,16
TUR,CIV,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,10
TUR,CIV,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,78
TUR,CIV,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,10
TUR,CIV,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,8
TUR,CIV,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,81
TUR,CIV,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,61
TUR,CIV,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,25
TUR,CIV,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,13
TUR,CMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,68
TUR,CMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,229
TUR,CMR,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,39
TUR,CMR,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,15
TUR,CMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,404
TUR,CMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,284
TUR,CMR,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,264
TUR,CMR,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,18
TUR,CMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,29
TUR,CMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,100
TUR,CMR,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,23
TUR,CMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,298
TUR,CMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,165
TUR,CMR,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,112
TUR,CMR,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,15
TUR,CMR,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,3
TUR,COD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,41
TUR,COD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,105
TUR,COD,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,11
TUR,COD,Male,15-24,Foreign-born,OECD member,not OECD member,Unknown,4
TUR,COD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,280
TUR,COD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,117
TUR,COD,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,64
TUR,COD,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,25
TUR,COD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,27
TUR,COD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,68
TUR,COD,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,10
TUR,COD,Female,15-24,Foreign-born,OECD member,not OECD member,Unknown,10
TUR,COD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,306
TUR,COD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,104
TUR,COD,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,23
TUR,COD,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,21
TUR,COL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,13
TUR,COL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,48
TUR,COL,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,6
TUR,COL,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,6
TUR,COL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,37
TUR,COL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,81
TUR,COL,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,84
TUR,COL,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,15
TUR,COL,Male,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,3
TUR,COL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,12
TUR,COL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,60
TUR,COL,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,18
TUR,COL,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,3
TUR,COL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,84
TUR,COL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,117
TUR,COL,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,195
TUR,COL,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,45
TUR,COL,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,6
TUR,CSFR-CZE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,7
TUR,CSFR-CZE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,14
TUR,CSFR-CZE,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,11
TUR,CSFR-CZE,Male,15-24,Foreign-born,OECD member,OECD member,Unknown,4
TUR,CSFR-CZE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,9
TUR,CSFR-CZE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,30
TUR,CSFR-CZE,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,33
TUR,CSFR-CZE,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,19
TUR,CSFR-CZE,Male,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,7
TUR,CSFR-CZE,Male,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,7
TUR,CSFR-CZE,Male,65+,Foreign-born,OECD member,OECD member,Unknown,3
TUR,CSFR-CZE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,14
TUR,CSFR-CZE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,19
TUR,CSFR-CZE,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,14
TUR,CSFR-CZE,Female,15-24,Foreign-born,OECD member,OECD member,Unknown,4
TUR,CSFR-CZE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,24
TUR,CSFR-CZE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,90
TUR,CSFR-CZE,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,113
TUR,CSFR-CZE,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,48
TUR,CSFR-CZE,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,7
TUR,CSFR-CZE,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,12
TUR,CSFR-CZE,Female,65+,Foreign-born,OECD member,OECD member,Unknown,5
TUR,CSFR-SVK,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,8
TUR,CSFR-SVK,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,3
TUR,CSFR-SVK,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,6
TUR,CSFR-SVK,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,17
TUR,CSFR-SVK,Male,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,21
TUR,CSFR-SVK,Male,25-64,Foreign-born,OECD member,OECD member,Unknown,8
TUR,CSFR-SVK,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,12
TUR,CSFR-SVK,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,14
TUR,CSFR-SVK,Female,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,8
TUR,CSFR-SVK,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 0/1/2,18
TUR,CSFR-SVK,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 3/4,71
TUR,CSFR-SVK,Female,25-64,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,95
TUR,CSFR-SVK,Female,25-64,Foreign-born,OECD member,OECD member,Unknown,36
TUR,CSFR-SVK,Female,65+,Foreign-born,OECD member,OECD member,ISCED 0/1/2,4
TUR,CSFR-SVK,Female,65+,Foreign-born,OECD member,OECD member,ISCED 3/4,3
TUR,CSFR-SVK,Female,65+,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,3
TUR,CUB,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,8
TUR,CUB,Male,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,4
TUR,CUB,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,32
TUR,CUB,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,48
TUR,CUB,Male,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,30
TUR,CUB,Male,25-64,Foreign-born,OECD member,not OECD member,Unknown,41
TUR,CUB,Male,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,22
TUR,CUB,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,5
TUR,CUB,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 3/4,17
TUR,CUB,Female,15-24,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,3
TUR,CUB,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,52
TUR,CUB,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 3/4,71
TUR,CUB,Female,25-64,Foreign-born,OECD member,not OECD member,ISCED 5/6/7/8,47
TUR,CUB,Female,25-64,Foreign-born,OECD member,not OECD member,Unknown,74
TUR,CUB,Female,65+,Foreign-born,OECD member,not OECD member,ISCED 0/1/2,36
TUR,DEU,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 0/1/2,9281
TUR,DEU,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 3/4,5364
TUR,DEU,Male,15-24,Foreign-born,OECD member,OECD member,ISCED 5/6/7/8,1111
